show_id,type,Tipo,name,Director,Elenco,country,Pais,year,clasificacion,duracion,listed_in,genero,description,Sinopsis,Plataforma
s926,Movie,Película,Gus,Vincent McEveety,"Edward Asner, Don Knotts, Gary Grimes, Tim Conway, Liberty Williams, Dick Van Patten",United States,Estados Unidos,1976,G,97 min,"Animals & Nature, Comedy, Family","Animales y naturaleza, Comedia, Familia",A football team welcomes their newest member... a placekicking mule.,Un equipo de fútbol da la bienvenida a su nuevo miembro... una mula que patea lugares.,Disney plus
s927,Movie,Película,Halloweentown,Duwayne Dunham,"Debbie Reynolds, Judith Hoag, Kimberly Brown, Joey Zimmerman, Phillip Van Dyke, Emily Roeske",United States,Estados Unidos,1998,TV-PG,84 min,"Action-Adventure, Comedy, Coming of Age","Acción y aventuras, Comedia, Mayoría de edad",Marnie and her siblings discover their spooky heritage in Halloweentown.,Marnie y sus hermanos descubren su espeluznante herencia en Halloweentown.,Disney plus
s928,Movie,Película,Halloweentown High,Mark Dippé,"Kimberly Brown, Judith Hoag, Joey Zimmerman, Emily Roeske, Clifton Davis, Finn Wittrock",United States,Estados Unidos,2004,TV-G,83 min,"Action-Adventure, Comedy, Fantasy","Acción-aventura, Comedia, Fantasía",Marnie's magic is on the line as Halloweentown kids transfer to her school.,La magia de Marnie está en juego cuando los niños de Halloweentown se transfieren a su escuela.,Disney plus
s929,Movie,Película,Halloweentown II: Kalabar's Revenge,Mary Lambert,"Kimberly Brown, Judith Hoag, Daniel Kountz, Joseph Zimmerman, Emily Roeske, Phillip Van Dyke",United States,Estados Unidos,2001,TV-PG,81 min,"Action-Adventure, Fantasy","Acción-aventura, Fantasía",A warlock with a devious plan has stripped Halloweentown of its magic.,Un brujo con un plan tortuoso ha despojado a Halloweentown de su magia.,Disney plus
s930,TV Show,Programa de televisión,Handy Manny,,"Wilmer Valderrama, Carlos Alazraqui, Dee Baker, Nika Futterman, Tom Kenny, Kath Soucie","United States, Canada","Estados Unidos, Canadá",2006,TV-Y,3 Seasons,"Animation, Kids","Animación, Infantil","Handy Manny and his box of friendly, silly tools are the go-to guys in their neighborhood.",Handy Manny y su caja de herramientas amigables y tontas son los chicos a quienes recurren en su vecindario.,Disney plus
s931,TV Show,Programa de televisión,Hannah Montana,,"Miley Cyrus, Emily Osment, Mitchel Musso, Jason Earles, Billy Cyrus",United States,Estados Unidos,2005,TV-G,4 Seasons,"Comedy, Coming of Age, Kids","Comedia, Mayoría de edad, Infantil",Hannah Montana is a live-action comedy series that follows typical tween Miley Stewart.,Hannah Montana es una serie de comedia de acción real que sigue a la típica adolescente Miley Stewart.,Disney plus
s932,Movie,Película,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,Bruce Hendricks,"Miley Cyrus, Joe Jonas, Kevin Jonas, Nick Jonas, Kenny Ortega, Billy Cyrus",United States,Estados Unidos,2008,G,83 min,"Concert Film, Documentary, Music","Concierto Cine, Documental, Música",A look at Miley Cyrus's sold-out concerts and her life on tour.,Una mirada a los conciertos con entradas agotadas de Miley Cyrus y su vida en las giras.,Disney plus
s933,Movie,Película,Hannah Montana The Movie,Peter Chelsom,"Miley Cyrus, Emily Osment, Margo Martindale, Jason Earles, Peter Gunn, Melora Hardin",United States,Estados Unidos,2009,G,105 min,"Comedy, Coming of Age, Drama","Comedia, Mayoría de edad, Drama",Miley adapts to life back in Tennessee after getting too caught up in the celebrity lifestyle.,Miley se adapta a la vida en Tennessee después de quedar demasiado atrapada en el estilo de vida de las celebridades.,Disney plus
s934,Movie,Película,Hatching Pete,Stuart Gillard,"Jason Dolley, Mitchel Musso, Tiffany Thornton, Josie Loren, Sean O'Bryan, Amy Farrington",United States,Estados Unidos,2009,TV-G,90 min,"Comedy, Coming of Age","Comedia, Mayoría de edad","The identity of Brewster High's mascot, The Chicken, is a big mystery.","La identidad de la mascota de Brewster High, The Chicken, es un gran misterio.",Disney plus
s935,Movie,Película,Hawaiian Holiday,Ben Sharpsteen,"Walt Disney, Marcellite Garner, Clarence Nash, Pinto Colvig",United States,Estados Unidos,1937,TV-G,9 min,"Animation, Comedy, Family","Animación, Comedia, Familia",Mickey and gang experience Hawaii through hula dancing and the beach. See details for advisory.,Mickey y su pandilla experimentan Hawaii a través del baile hula y la playa. Ver detalles para asesoramiento.,Disney plus
s936,Movie,Película,Heavyweights,Steven Brill,"Tom McGowan, Aaron Schwartz, Shaun Weiss, Tom Hodges, Leah Lail, Paul Feig",United States,Estados Unidos,1995,PG,98 min,"Comedy, Family","Comedia, Familia",Portly misfits join up to take back their summer camp from a fitness guru.,Los inadaptados de Portly se unen para recuperar su campamento de verano de manos de un gurú del fitness.,Disney plus
s937,Movie,Película,Herbie Goes Bananas,Vincent McEveety,"Cloris Leachman, Charles Smith, John Vernon, Stephen Burns, Elyssa Davalos, Joaquin Garay  III",United States,Estados Unidos,1980,G,93 min,"Action-Adventure, Comedy, Family","Acción-aventura, Comedia, Familia",A stowaway derails Herbie's trip from Puerto Vallarta to Brazil for an auto race.,Un polizón descarrila el viaje de Herbie de Puerto Vallarta a Brasil para una carrera de autos.,Disney plus
s938,Movie,Película,Herbie Goes to Monte Carlo,Vincent McEveety,"Dean Jones, Don Knotts, Julie Sommars, Jacques Marin, Roy Kinnear, Bernard Fox",United States,Estados Unidos,1977,G,105 min,"Action-Adventure, Comedy, Family","Acción-aventura, Comedia, Familia",Herbie tries to lose jewel thieves and find love during a road race from Paris to Monte Carlo.,Herbie intenta perder a los ladrones de joyas y encontrar el amor durante una carrera de París a Montecarlo.,Disney plus
s939,Movie,Película,Herbie Rides Again,Robert Stevenson,"Helen Hayes, Ken Berry, Stefanie Powers, John McIntire, Keenan Wynn, Huntz Hall",United States,Estados Unidos,1974,G,89 min,"Comedy, Family, Romantic Comedy","Comedia, Familia, Comedia romántica",Herbie comes to the rescue when a greedy real estate tycoon is after an elderly widow's home.,Herbie viene al rescate cuando un codicioso magnate inmobiliario busca la casa de una anciana viuda.,Disney plus
s940,Movie,Película,Hercules,"John Musker, Ron Clements","Tate Donovan, Joshua Keaton, Roger Bart, Danny DeVito, James Woods, Susan Egan","United States, France","Estados Unidos, Francia",1997,G,98 min,"Action-Adventure, Animation, Comedy","Acción-aventura, Animación, Comedia",Hercules must go from zero to hero to save the universe from Hades' wrath.,Hércules debe pasar de cero a héroe para salvar al universo de la ira de Hades.,Disney plus
s941,Movie,Película,High School Musical,Kenny Ortega,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Alyson Reed, Corbin Bleu",United States,Estados Unidos,2006,TV-G,100 min,"Coming of Age, Musical, Romance","Mayoría de edad, Musical, Romance",A basketball star and a brainy girl find a place in the spotlight…and love.,Una estrella del baloncesto y una chica inteligente encuentran un lugar en el centro de atención... y el amor.,Disney plus
s942,Movie,Película,High School Musical 2,Kenny Ortega,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Corbin Bleu, Monique Coleman",United States,Estados Unidos,2007,TV-G,114 min,"Coming of Age, Musical","Mayoría de edad, Musical",The East High Wildcats take on summer and let their talents shine.,Los East High Wildcats afrontan el verano y dejan brillar sus talentos.,Disney plus
s943,Movie,Película,High School Musical 3: Senior Year,Kenny Ortega,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Corbin Bleu, Monique Coleman",United States,Estados Unidos,2008,G,121 min,"Coming of Age, Family, Musical","Mayoría de edad, Familia, Musical","Troy, Gabriella and the rest of the East High kids take on senior year.","Troy, Gabriella y el resto de los niños de East High asumen el último año.",Disney plus
s944,TV Show,Programa de televisión,High School Musical: The Musical: The Series,,"Olivia Rodrigo, Joshua Bassett, Matt Cornett, Sofia Wylie, Larry Saperstein",United States,Estados Unidos,2019,TV-PG,2 Seasons,"Comedy, Coming of Age, Drama","Comedia, Mayoría de edad, Drama","For the first time ever, East High Wildcats put on a production of High School Musical: The Musical!","¡Por primera vez, East High Wildcats realizó una producción de High School Musical: The Musical!",Disney plus
s945,Movie,Película,Hocus Pocus,Kenny Ortega,"Bette Midler, Sarah Parker, Kathy Najimy, Omri Katz, Thora Birch, Vinessa Shaw",United States,Estados Unidos,1993,PG,96 min,"Comedy, Family, Fantasy","Comedia, Familia, Fantasía",Three 17th-century Salem witches are conjured up by unsuspecting children.,Tres brujas de Salem del siglo XVII son conjuradas por niños desprevenidos.,Disney plus
s946,Movie,Película,Home on the Range,"Will Finn, John Sanford","Roseanne Barr, Judi Dench, Jennifer Tilly, Steve Buscemi, G.W. Bailey, Cuba Gooding Jr.",United States,Estados Unidos,2004,PG,82 min,"Animation, Comedy, Family","Animación, Comedia, Familia",A corral of critters join forces to save their farm from a band of outlaws.,Un corral de bichos une fuerzas para salvar su granja de una banda de forajidos.,Disney plus
s947,Movie,Película,"Honey, I Blew Up the Kid",Randal Kleiser,"Rick Moranis, Marcia Strassman, Lloyd Bridges, Robert Oliveri, John Shea, Keri Russell",United States,Estados Unidos,1992,PG,90 min,"Comedy, Family, Science Fiction","Comedia, Familia, Ciencia ficción",A wacky inventor accidentally turns his baby boy into a towering toddler.,Un inventor chiflado convierte accidentalmente a su bebé en un niño enorme.,Disney plus
s948,Movie,Película,"Honey, I Shrunk the Kids",Joe Johnston,"Rick Moranis, Matt Frewer, Marcia Strassman, Kristine Sutherland, Thomas Brown, Jared Rushton","United States, Mexico","Estados Unidos, México",1989,PG,94 min,"Action-Adventure, Comedy, Family","Acción-aventura, Comedia, Familia",Inventor Wayne Szalinski accidentally shrinks his kids to 1/4-inch tall.,El inventor Wayne Szalinski accidentalmente encoge a sus hijos a 1/4 de pulgada de alto.,Disney plus
s949,Movie,Película,"Honey, We Shrunk Ourselves",Dean Cundey,"Rick Moranis, Eve Gordon, Robin Bartlett, Allison Mack, Jake Richardson, Stuart Pankin",United States,Estados Unidos,1997,PG,76 min,"Action-Adventure, Comedy, Fantasy","Acción-aventura, Comedia, Fantasía","This time, Wayne Szalinski's shrink machine is pointed at the parents!","¡Esta vez, la máquina psiquiátrica de Wayne Szalinski apunta a los padres!",Disney plus
s950,Movie,Película,Horse Sense,Greg Beeman,"Joey Lawrence, Andy Lawrence, Susan Walters, M.C. Gainey, Leann Hunley, Robin Thomas",United States,Estados Unidos,1999,TV-G,92 min,"Coming of Age, Drama","Mayoría de edad, Drama",Spoiled Michael spends a summer at his cousin Tommy's Montana ranch.,El mimado Michael pasa un verano en el rancho de su primo Tommy en Montana.,Disney plus
s951,TV Show,Programa de televisión,Hostile Planet,,Bear Grylls,United States,Estados Unidos,2019,TV-PG,1 Season,"Animals & Nature, Docuseries, Survival","Animales y Naturaleza, Docuseries, Supervivencia",Hostile Planet reveals the animal kingdom’s epic stories of survival in extreme environments.,Hostile Planet revela las historias épicas de supervivencia del reino animal en entornos extremos.,Disney plus
s952,Movie,Película,Hounded,Neal Israel,"Tahj Mowry, Shia LaBeouf, Craig Kirkwood, Steven Bendik, Sara Paxton, Rachelle Carson",United States,Estados Unidos,2001,TV-G,92 min,"Animals & Nature, Comedy, Coming of Age","Animales y naturaleza, Comedia, Mayoría de edad","Trying to right a wrong, Jay accidentally steals the principal's show dog.","Al intentar corregir un error, Jay roba accidentalmente el perro de exposición del director.",Disney plus
s953,Movie,Película,How Dogs Got Their Shapes,,Jake Robards,United States,Estados Unidos,2016,TV-PG,44 min,"Animals & Nature, Documentary, Family","Animales y Naturaleza, Documental, Familia",Canines are one of the most diverse species on Earth – how did they get that way?,Los caninos son una de las especies más diversas de la Tierra. ¿Cómo llegaron a serlo?,Disney plus
s954,Movie,Película,How to Build a Better Boy,Paul Hoen,"Ashley Argota, Roger Bart, Kelli Berglund, Noah Centineo, China McClain, Matt Shively",United States,Estados Unidos,2014,TV-G,94 min,"Action-Adventure, Comedy, Science Fiction","Acción-aventura, Comedia, Ciencia ficción",Tech-savvy best friends use their smarts to engineer the perfect boyfriend.,Los mejores amigos expertos en tecnología usan su inteligencia para diseñar el novio perfecto.,Disney plus
s955,Movie,Película,How to Fish,Jack Kinney,John McLeish,United States,Estados Unidos,1942,TV-G,7 min,"Animation, Comedy, Family","Animación, Comedia, Familia",Goofy shows us how to fish… or how not to! See details for advisory.,Goofy nos muestra cómo pescar… ¡o cómo no hacerlo! Ver detalles para asesoramiento.,Disney plus
s956,Movie,Película,How to Swim,Jack Kinney,,United States,Estados Unidos,1942,TV-G,8 min,"Animation, Family, Parody","Animación, Familia, Parodia",Goofy demonstrates how to swim. See details for advisory.,Goofy demuestra cómo nadar. Ver detalles para asesoramiento.,Disney plus
s957,TV Show,Programa de televisión,Hulk and the Agents of S.M.A.S.H.,,"Fred Tatasciore, Clancy Brown, Seth Green, Eliza Dushku, Ben Diskin",United States,Estados Unidos,2012,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy","Acción-aventura, Animación, Comedia",Hulk and friends battle against evil.,Hulk y sus amigos luchan contra el mal.,Disney plus
s958,Movie,Película,I'll Be Home for Christmas,Arlene Sanford,"Jonathan Thomas, Jessica Biel, Adam LaVorgna, Gary Cole, Eve Gordon, Lauren Maltby","United States, Canada","Estados Unidos, Canadá",1998,PG,87 min,"Action-Adventure, Comedy, Coming of Age","Acción y aventuras, Comedia, Mayoría de edad",A jokester zooms home for Christmas with a prize in mind – his dad's car!,Un bromista vuelve a casa para Navidad con un premio en mente: ¡el coche de su padre!,Disney plus
s959,Movie,Película,Ice Age: The Great Egg-Scapade,Ricardo Curtis,"Raymond Albert Romano, John Leguizamo, Denis Leary, Queen Latifah",United States,Estados Unidos,2016,TV-G,26 min,"Animation, Comedy, Family","Animación, Comedia, Familia",Our favorite Ice Age herd embarks on a rescue mission that turns into the world’s first egg hunt.,Nuestra manada favorita de la Edad del Hielo se embarca en una misión de rescate que se convierte en la primera búsqueda de huevos del mundo.,Disney plus
s960,Movie,Película,Ice Princess,Tim Fywell,"Joan Cusack, Kim Cattrall, Michelle Trachtenberg, Hayden Panettiere, Trevor Blumas, Connie Ray","United States, Canada","Estados Unidos, Canadá",2005,G,99 min,"Coming of Age, Drama, Romance","Mayoría de edad, Drama, Romance",A brainy ugly duckling realizes her dream of becoming a champion figure skater.,Un inteligente patito feo hace realidad su sueño de convertirse en campeona de patinaje artístico.,Disney plus
