show_id,Tipo,type,name,título,Pais,country,year,clasificacion,duracion,duration,genero,listed_in,description,Sinopsis,Plataforma
s1382,programa de televisión,TV Show,I Can See Your Voice,Puedo ver tu voz,#VALUE!,,2020,TV-PG,1 temporada,1 Season,"Programas de juegos, Música, Realidad","Game Shows, Music, Reality","Actress Cheryl Hines and vocalist Adrienne Bailon-Houghton join host Ken Jeong and a rotating panel of celebrity detectives, comprising comics, pop culture experts and a musical superstar, to help one contestant tell the difference between good and bad singers – without ever hearing them sing a note. With $100,000 on the line, the contestant attempts to weed out the bad ""secret voices"" from the good, based on a series of clues, interrogation and lip-synch challenges. In the end, the singer whom the contestant picks reveals good or bad singing in a duet performance with the musical superstar, resulting in an amazing musical collaboration or a totally hilarious train wreck.","La actriz Cheryl Hines y la vocalista Adrienne Bailon-Houghton se unen al presentador Ken Jeong y a un panel rotativo de detectives famosos, compuesto por cómics, expertos en cultura pop y una superestrella musical, para ayudar a un concursante a distinguir entre buenos y malos cantantes, sin siquiera escucharlos cantar una nota. Con 100.000 dólares en juego, el concursante intenta separar las ""voces secretas"" malas de las buenas, basándose en una serie de pistas, interrogatorios y desafíos de sincronización de labios. Al final, el cantante elegido por el concursante revela su buen o mal canto en una actuación a dúo con la superestrella musical, lo que da como resultado una colaboración musical asombrosa o un choque de trenes totalmente hilarante.",Hulu
s1383,programa de televisión,TV Show,The Apartment (TV),El apartamento (TV),#VALUE!,,2018,,2 estaciones,2 Seasons,Estilo de vida y cultura,Lifestyle & Culture,"Twelve aspiring designers from around the world compete over ten intense episodes to win a brand new luxury home. In this high stakes competition, the budding designers are mentored by designer to the stars, Jamie Durie and their fate is decided by the Dark Prince of Design, Laurence Llewelyn Bowen. High Drama, Amazing Designs and a beautiful cast will keep viewers at the edge of their seats.","Doce aspirantes a diseñadores de todo el mundo compiten en diez intensos episodios para ganar una nueva casa de lujo. En esta competencia de alto riesgo, los diseñadores en ciernes son asesorados por el diseñador de las estrellas, Jamie Durie, y su destino lo decide el Príncipe Oscuro del Diseño, Laurence Llewelyn Bowen. Alto drama, diseños asombrosos y un hermoso elenco mantendrán a los espectadores al borde de sus asientos.",Hulu
s1384,programa de televisión,TV Show,Cosmos: Possible Worlds,Cosmos: mundos posibles,#VALUE!,,2020,,1 temporada,1 Season,"Documentales, Ciencia y Tecnología","Documentaries, Science & Technology",A wonder-filled voyage to the lost worlds and worlds yet to come revealed by science.,Un viaje lleno de maravillas a los mundos perdidos y a los mundos aún por venir revelados por la ciencia.,Hulu
s1385,programa de televisión,TV Show,If Loving You Is Wrong,Si amarte está mal,Estados Unidos,United States,2014,TV-MA,5 estaciones,5 Seasons,"Historias negras, Drama, Romance","Black Stories, Drama, Romance","Couples and friends in a middle-class community are the focus of this drama series by Tyler Perry. While it may seem typical, below the surface lie heartbreak and deceit, threatening everybody's well-being. Residents include married Randal and Marcie; she desperately wants children; he's having an affair with Alex, the wife of best friend Brad. Elsewhere in the neighborhood, divorced Esperanza pursues a budding relationship with Julius while keeping it secret from her vindictive ex, Edward.","Parejas y amigos en una comunidad de clase media son el foco de esta serie dramática de Tyler Perry. Si bien puede parecer típico, debajo de la superficie se esconden angustia y engaño, que amenazan el bienestar de todos. Los residentes incluyen a Randal y Marcie casados; desea desesperadamente tener hijos; tiene una aventura con Alex, la esposa de su mejor amigo Brad. En otra parte del vecindario, Esperanza, divorciada, persigue una relación incipiente con Julius mientras la mantiene en secreto ante su vengativo ex, Edward.",Hulu
s1386,programa de televisión,TV Show,Boonie Bears: Spring into Action,Boonie Bears: saltan a la acción,#VALUE!,,2018,TV-G,1 temporada,1 Season,"Aventura, Familia, Niños","Adventure, Family, Kids","Spring is in the air and the forest animals are planting fresh trees and flowers to celebrate. However, when Logger Vick comes around and threatens to chop down every tree in the forest, it will take the Bear Brothers - Briar and Bramble - to rally their forest friends and save their home.","La primavera está en el aire y los animales del bosque están plantando árboles y flores frescas para celebrar. Sin embargo, cuando Logger Vick aparece y amenaza con talar todos los árboles del bosque, serán necesarios los hermanos Bear, Briar y Bramble, para reunir a sus amigos del bosque y salvar su hogar.",Hulu
s1387,programa de televisión,TV Show,Filthy Rich,Asquerosamente rico,#VALUE!,,2020,TV-14,1 temporada,1 Season,Drama,Drama,"A Southern Gothic family drama in which wealth, power and religion intersect – more correctly, collide – with outrageously soapy results. Meet the Monreauxes, a mega-rich Southern family famed for creating a successful Christian television network. On the cusp of launching a digital retail arm of the company, the family's patriarch, Eugene, dies in a plane crash, leaving his wife, Margaret, to take charge of the family business. Not surprisingly, Eugene's apparent death greatly impacts the family, who are stunned to learn that Eugene fathered three illegitimate children, all of whom are written into his will. Now, Margaret must use her business savvy and Southern charm to control her newly legitimized heirs, whose very existence threatens the Monreaux family name and fortune.","Un drama familiar del estilo gótico sureño en el que la riqueza, el poder y la religión se cruzan (más correctamente, chocan) con resultados escandalosamente jabonosos. Conozca a los Monreaux, una familia sureña megarica famosa por crear una exitosa cadena de televisión cristiana. A punto de lanzar una división minorista digital de la empresa, el patriarca de la familia, Eugene, muere en un accidente aéreo, dejando a su esposa, Margaret, a cargo del negocio familiar. No es sorprendente que la aparente muerte de Eugene afecte enormemente a la familia, que queda atónita al saber que Eugene fue padre de tres hijos ilegítimos, todos los cuales están escritos en su testamento. Ahora, Margaret debe usar su conocimiento de los negocios y su encanto sureño para controlar a sus herederos recién legitimados, cuya existencia amenaza el nombre y la fortuna de la familia Monreaux.",Hulu
s1388,Película,Movie,The Addams Family,La familia Addams,#VALUE!,,2019,PG,87 minutos,87 min,"Comedia, Infantil","Comedy, Kids","Members of the mysterious and spooky Addams family – Gomez, Morticia, Pugsley, Wednesday, Uncle Fester and Grandma – are readily preparing for a visit from their even creepier relatives. But trouble soon arises when shady TV personality Margaux Needler realizes that the Addams' eerie hilltop mansion is standing in the way of her dream to sell all the houses in the neighborhood.","Los miembros de la misteriosa y espeluznante familia Addams (Gómez, Morticia, Pugsley, Wednesday, el tío Fester y la abuela) se están preparando para la visita de sus parientes aún más espeluznantes. Pero pronto surgen problemas cuando la sombría personalidad de televisión Margaux Needler se da cuenta de que la misteriosa mansión de los Addams en la cima de una colina se interpone en el camino de su sueño de vender todas las casas del vecindario.",Hulu
s1389,Película,Movie,ESPN FC,ESPN FC,#VALUE!,,2013,,#VALUE!,,Deportes,Sports,"Highlights, news, reactions and opinions from the day in soccer.","Destacados, noticias, reacciones y opiniones de la jornada en el fútbol.",Hulu
s1390,Película,Movie,Stars and Strife,Estrellas y lucha,#VALUE!,,2020,TV-PG,#VALUE!,,Documentales,Documentaries,"As America faces the horrific coronavirus epidemic, what long-term effects will the virus have on the country's political and social landscape?","Mientras Estados Unidos enfrenta la terrible epidemia de coronavirus, ¿qué efectos a largo plazo tendrá el virus en el panorama político y social del país?",Hulu
s1391,Película,Movie,The Haunted,el embrujado,#VALUE!,,2018,,75 minutos,75 min,"Terror, Suspense","Horror, Thriller",Emily arrives for her first night-shift as a care-giver in an isolated house. A nightmare unfolds as she is tormented by a vengeful spirit.,Emily llega para su primer turno de noche como cuidadora en una casa aislada. Se desarrolla una pesadilla mientras ella es atormentada por un espíritu vengativo.,Hulu
s1392,Película,Movie,Babyteeth,dientes de leche,#VALUE!,,2019,,118 minutos,118 min,"Comedia, Drama","Comedy, Drama",A terminally ill teen upsets her parents when she falls in love with a small-time drug dealer.,Una adolescente con una enfermedad terminal molesta a sus padres cuando se enamora de un traficante de drogas de poca monta.,Hulu
s1393,programa de televisión,TV Show,Bless the Harts,Bendice a los ciervos,Estados Unidos,United States,2019,TV-14,2 estaciones,2 Seasons,"Animación para adultos, Comedia, Comedia de situación","Adult Animation, Comedy, Sitcom","The Harts are a Southern family that is forever struggling to make ends meet. They hope to achieve the American dream, but they're already rich – in friends, family and laughter. Jenny Hart is a single mother supporting her family working as a waitress in the small town of Greenpoint, N.C. While Jenny's the head of her family, she's often at odds with, or scheming with, her lottery scratcher-obsessed mother, Betty, and her witty, creative daughter, Violet. Jenny's doting, eternal optimist boyfriend of 10 years, Wayne Edwards, is the love of her life and a surrogate father to Violet. He's a charming dreamer who may never hit the big time, but he's not going to give up the fight. In the end, the Harts may not have much, but they may just have everything they need.","Los Hart son una familia sureña que siempre lucha para llegar a fin de mes. Esperan alcanzar el sueño americano, pero ya son ricos: en amigos, familia y risas. Jenny Hart es una madre soltera que mantiene a su familia y trabaja como camarera en el pequeño pueblo de Greenpoint, Carolina del Norte. Si bien Jenny es la cabeza de familia, a menudo está en desacuerdo o conspira con su madre, Betty, obsesionada con los rascadores de lotería, y con su ingeniosa y creativa hija, Violet. El cariñoso y eterno novio de Jenny desde hace 10 años, Wayne Edwards, es el amor de su vida y un padre sustituto de Violet. Es un soñador encantador que tal vez nunca llegue a tener un gran éxito, pero no va a abandonar la lucha. Al final, es posible que los Hart no tengan mucho, pero es posible que tengan todo lo que necesitan.",Hulu
s1394,Película,Movie,Buttons: A Christmas Tale,Botones: un cuento de Navidad,Estados Unidos,United States,2018,PG,88 minutos,88 min,"Drama, Familia, Infantil","Drama, Family, Kids","With a little help from their guardian angels, two orphan girls discover miracles really can happen.","Con un poco de ayuda de sus ángeles guardianes, dos niñas huérfanas descubren que los milagros realmente pueden ocurrir.",Hulu
s1395,Película,Movie,Gemini Man,Hombre Géminis,#VALUE!,,2019,PG-13,117 minutos,117 min,"Acción, Aventura, Historias Negras","Action, Adventure, Black Stories","Henry Brogan is an elite 51-year-old assassin who's ready to call it quits after completing his 72nd job. His plans get turned upside down when he becomes the target of a mysterious operative who can seemingly predict his every move. To his horror, Brogan soon learns that the man who's trying to kill him is a younger, faster, cloned version of himself.","Henry Brogan es un asesino de élite de 51 años que está listo para dejarlo después de completar su trabajo número 72. Sus planes dan un vuelco cuando se convierte en el objetivo de un misterioso agente que aparentemente puede predecir cada uno de sus movimientos. Para su horror, Brogan pronto descubre que el hombre que intenta matarlo es una versión clonada de sí mismo más joven y más rápida.",Hulu
